2,34.261955,-118.333498333333,0.01
3,34.2619533333333,-118.333496666667,0.33
4,34.2619483333333,-118.333486666667,3.25
5,34.26193,-118.333461666667,7.68
6,34.2618916666667,-118.333426666667,11.86
7,34.2618316666667,-118.333395,16.04
8,34.2617533333333,-118.333368333333,17.96
9,34.2616633333333,-118.33336,19.07
10,34.261555,-118.333386666667,21.96
11,34.2614133333333,-118.33345,28.38
12,34.2612716666667,-118.333511666667,30.52
13,34.2611266666667,-118.333576666667,31.51
14,34.2609766666667,-118.33364,32.58
15,34.2608283333333,-118.333696666667,31.33
16,34.2606916666667,-118.333745,28.28
17,34.260575,-118.33379,23.76
18,34.26048,-118.333838333333,21.27
19,34.26041,-118.333881666667,17.71
20,34.26036,-118.33391,12.87
21,34.2603333333333,-118.333906666667,7.59
22,34.2603166666667,-118.333888333333,5.04
23,34.2602983333333,-118.333876666667,3.08
24,34.2602916666667,-118.333871666667,0.69
25,34.2602933333333,-118.33387,0.02
26,34.2602966666667,-118.333871666667,0.95
27,34.2603066666667,-118.333876666667,2.12
28,34.2603183333333,-118.333888333333,3.22
29,34.2603283333333,-118.3339,2.49
30,34.2603333333333,-118.33391,1.71
31,34.26033,-118.333915,0.13
32,34.260325,-118.333915,0.47
33,34.2603216666667,-118.333913333333,1.05
34,34.2603183333333,-118.333903333333,2.59
35,34.2603166666667,-118.333888333333,3.4
36,34.2603233333333,-118.333868333333,3.92
